TX,LA,WA,NJ,AR,MT,ND,NE,NM,IN,CA,OH,SC,RI,MI,GA,WY,NH,MD,MS,CT,WV,IA,IL,VT,TN,MO,WI,NC,PA,KY,DE,KS,OR,MA,AL,AZ,MN,ME,NV,ID,UT,VA,NY,OK,SD,CO,week_num
0,0.013945785757866265,-0.1022848825994706,1.0391890063739977,0.07040866568193006,-0.03146154907076442,3.875146486348146,0.07537889790051452,0.2434516178890617,-0.07899489190444248,0.25854494163349134,0.10160072052893371,0.5843019053084901,0.7159306654831471,-0.1424930648921867,-0.12922892810840825,0.0673998379961369,-0.3038183883674008,0.2177542239507125,0.5909566403881142,0.020946456801154586,2.0404745334159125,-0.004839083266036906,0.5290580272544992,0.1316953316953318,-0.08035708238226515,0.8186160819937741,-0.15542314115596864,0.25119241670286574,0.009596748395837634,0.2949471912093412,0.5670038899616601,2.680898876404494,0.3058678009257688,0.1319381717797197,0.46846702314342387,-0.03502953479765973,0.11148015253712276,-0.058293319415448776,0.2156159497266049,-0.01829820677573596,2.5137297620367383,-0.45039294044638467,0.08142168737920115,0.4058671432373853,0.5359023613418586,-0.28016866923600087,-0.048530008294434344,40
1,0.003237915126507927,0.18653553150759855,-0.1304498735662023,-0.09290014364337698,-0.23724444009333134,0.027138144261534117,-0.21397831738833534,0.21047263208692216,-0.14700280112044817,-0.10532399787487148,0.04137671531965103,0.44778612275598134,-0.49128896192537647,0.8003175469498125,-0.10388351672019837,0.17478561880133328,0.002671229923222087,2.1753911243486668,-0.3070340529543213,0.003588319447950893,0.5714651714651714,-0.039605455185949316,-0.5272696862557437,0.07938575632887404,0.0916502795024195,0.0001161179758634823,0.06380189162845332,1.0422046226402124,-0.1480308650028889,-0.03255095385439751,-0.30281504632213413,-0.08553791887125213,-0.16924968397721163,-0.22309462309077735,-0.16112791795158285,-0.057160471652775026,0.2712567288806156,-0.03719057885470532,-0.03015257959549738,-0.07805882676477245,-0.0341842823632698,0.07213722717970308,-0.008960558983607337,-0.020577233595417046,1.1596302408107835,-0.0034908301146140785,0.27902185895794124,41
2,0.05037796564987247,-0.20627721484603287,0.05607849684816226,0.2423091294059036,-0.19557307518032271,-0.8042216770500447,-0.402197798324866,-0.3785589378531756,0.4060757317029482,-0.005582309111382617,-0.14464275358763096,-0.37062036824814737,0.07427265490588811,-0.11070842921908801,0.7576654115115654,0.18632639168393375,0.10979452147814152,-0.3910459453015905,-0.1283699695404947,0.0558896629447141,-0.10855307116245005,0.18666815133095777,-0.5498157248157248,-0.06924977810698127,-0.02582629991701587,-0.1960004003603243,-0.03048520542686562,-0.14957667771961417,0.11825677576584924,-0.1814827467622159,-0.03870587632563157,0.36634967732364065,0.12156539864512758,0.5505292380292379,0.052248504979820296,0.17210025537523685,-0.06771907926135319,0.22364255260360488,-0.19759426949587774,0.42152326660479916,-0.09094976351783197,0.7158106418086944,0.035554286180586814,-0.008671134786438875,-0.1930360946488343,0.013005942937183828,0.13138727892340987,42
3,0.07126962905893815,0.4567185539319901,-0.1766707499659725,-0.34519811232929687,1.6357548652242229,0.11345118589946167,1.1039709467366663,-0.8169176860532366,0.01055210659963153,0.44945309111935605,0.3159250683188351,1.5242869888746597,0.06443347021900109,0.6433129309676918,-0.06296483202830369,0.11253335120441312,0.1556806477600678,0.6464218798064824,0.14685767025061328,0.06596485432205441,0.189484382776382,0.015537806823387916,0.9581389002592441,0.02173405963145412,-0.13239561474586709,0.3148556660475354,0.21669707506306574,0.08510722520757241,0.27146331013786196,0.3747677417565655,0.9297972126735418,-0.5171880632538101,-0.10552882426296892,0.017457443822653473,0.036620174781586745,0.2447660882934329,0.3340736540339601,0.2635750083109097,-0.4785274623310846,-0.1757511039817954,0.42745318615388217,-0.1377035995433603,-0.002797434240595059,0.46903875135452844,-0.025306303232718687,-0.02680357564041926,0.06820915113152425,43
4,0.06513636882828999,-0.2575587148582941,0.35717283212737,0.20468949075061382,0.0982133030047328,0.08432942362490582,0.06215210108875807,0.08432942362490581,-0.0009370417214674805,-0.10709239730532585,0.08812409343468375,-0.3772406281332728,0.1477397767847118,-0.09967449684680595,-0.06575965031960222,0.2849661538924906,-0.18230398350969582,0.034113298819181154,-0.0221960849050115,0.171424739994636,-0.19453651356167595,0.12440620481993196,0.16689893528067337,0.043389511851205195,-0.10034643507136241,0.12423498757801611,0.04800972869279254,-0.05714598400350203,-0.26628149401854057,0.04267969801957739,-0.23019697733345298,2.5742043430545314,0.5063568874418488,0.01360971113682274,-0.09784335953895819,0.2218046306785098,-0.20273839744292543,0.017768632989245425,1.0208532846756693,-0.544447587420302,-0.18218734265887349,0.0184717860764369,0.1155143938615692,-0.04285711576787638,0.5809696337007586,-0.046688201191793656,-0.26004805985355645,44
5,-0.10785692157376738,0.34965024906868913,0.24744199992504037,-0.029930552403431475,0.2983730874590766,-0.5492861887151397,-0.15026579256308448,-0.18170735002093835,0.21064098250336474,0.09145873639560938,0.02695566028802234,0.0293218277639428,-0.10794952064175303,0.056082596883555325,-0.18739237750716245,0.334636175854441,0.6073108931747154,-0.0825619058256191,0.05525503133814962,0.13604853788524396,0.9365475244240554,-0.03418006042296075,0.15656141021353856,0.05051740115321253,0.5886961536755244,0.1395004918275773,-0.016400542598918096,0.08723871429538704,0.016161908476666247,-0.0845768401095022,1.077221462364627,-0.5081179372310171,-0.1781975825973492,-0.15143717633705447,0.09626417766474611,0.02028744396691162,0.16006249623150254,-0.1430973516070818,0.4590827262479602,2.2695386090340883,0.310826184134802,0.3674423859014911,0.08555236779655001,-0.0026052191553938044,0.30147250177702334,0.3469567837465566,-0.0319645626308213,45
6,0.15690359804471515,0.039786008113503836,0.4071222546044526,0.13121151434614153,0.3032059281367796,3.88544528336214,-0.08326865282400268,-0.7462870868293005,0.034664850855677755,-0.03141183937858555,0.12118256650695297,-0.147594050251407,0.125287600865928,0.34484516350408684,0.30465719067371905,0.19933789663635676,-0.32841384403638924,-0.2653241717123614,0.3415947844867811,0.08338129093657291,0.1579792743602215,-0.15654841744910017,0.10219410746665664,0.11288148883253081,0.08353345917991219,0.21480770879463626,0.1747987405185806,-0.1296765182114197,0.3041899089706523,0.17131634924979158,0.16494678439584626,0.28775401083199675,0.49464502409361516,0.6170209531916188,0.19242276778935785,0.2106367198115772,0.03387589477043726,0.5666163414977736,0.18684862426754742,0.1782236132423768,0.5666676876895275,-0.18095159415979598,0.061889038253220424,0.09087261466586934,-0.20842933374717973,-0.10921546696492772,0.08385965013102846,46
7,-0.012502597492553903,-0.08959160386189549,-0.47592415644867697,0.07593543957180324,-0.31245958765837945,0.04458222431079212,-0.4122641397610029,3.580206066166304,-0.04146800080585601,0.11588661384838495,-0.17556273961509744,-0.23087907203928695,-0.006367812820997644,0.1293817473895345,-0.3397760466242115,-0.3626848733343095,0.18720296232907518,-0.3234948655089896,-0.07411382404674584,0.009710403442666573,-0.38182168314234205,-0.17484646194926565,0.5505247438114708,-0.10754173799602565,-0.1880460386266758,-0.01955590382174838,0.10837511580049086,0.29905004901554894,0.04086111682516564,0.09050394240658208,0.24804165933118993,-0.46359038136030967,-0.19212227586183672,-0.32482069503586103,-0.057311644461144264,0.03832060890203547,0.2544275886399718,-0.22302535968609208,-0.43656548449882276,-0.06819837652080295,-0.4129926160543792,0.12741117502208943,-0.03429077098927022,1.960560097598281,-0.1913546733024168,0.24119390669913318,0.1263625048217062,47
8,-0.06344864136047104,0.052551391838848376,-0.017455261788183917,0.02020252502729538,-0.2672816684015937,-0.055356119815619616,-0.31564905729958975,-0.12557445750612636,-0.18582337898903556,0.0707504263465845,0.17258883248730958,-0.0203137023803735,-0.04918769199383258,-0.17011593619983126,-0.002143076004810487,0.2894611376939382,-0.2954868502600307,0.7795700474042908,-0.1676111665647036,0.09278641744573791,0.4783428217989407,0.14111276508532342,0.15327046107664313,0.1428218982063997,-0.26576227718246914,0.37230275870371077,-0.12566674323048263,0.006814551349139613,-0.0671670267090102,0.012649117291814909,-0.11097730829653343,0.3375900446288031,0.1515281669780269,0.36451865299689806,0.07119803805421918,0.3086502883729729,0.51050785012691,-0.3169023798891302,0.2507802665838982,0.1357445086025263,-0.043715513317271984,0.3896085925459376,0.08139564481437642,0.3302704331728079,0.08926831315245932,0.05064400166193983,-0.047338622078333156,48
9,0.1820875028605904,0.20483375284327907,-0.32870738003172195,0.20613405383406638,1.0629311020536136,1.1499218258803627,0.33721214162421603,0.31476126265169846,0.17172138729815892,0.01497855694672822,0.19752759208541526,0.303653501369479,0.6592229945100855,-0.26330887478619097,0.34129631043008607,0.40412997091067826,-0.2546788008309369,-0.7128838329656093,0.2948894003571682,0.6513929371567299,0.006895740856959302,-0.10763035504972208,0.5702551216613977,0.10690924398773793,0.16331929830628622,0.24659739367137837,0.028948597448845464,-0.4828436774601984,0.02464101849543118,0.10833530762129627,0.051656609149807096,-0.18621869773726585,0.04123789738990419,0.42330229231477173,0.1576863843553939,0.7958963821874833,-0.06050690064468092,0.9872025245835429,-0.2154019011118541,0.3059775373995901,-0.207613762357271,-0.042509356865707525,0.03181767360845494,0.2395348837209302,0.45698839583431417,-0.18686565624435836,0.1137696663636004,49
10,0.36331957042840995,0.13226943324091034,-0.4022120333750805,0.4508565233556094,0.7153231283631992,-0.1922598143369936,-0.13209162920145592,-0.31400636372061413,0.25278058273817183,0.41357433775813207,0.262574457620635,0.3397841225470763,-0.0060380211305870925,0.8256405327181657,-0.09496814148752455,0.15463649327967435,4.235787481758263,2.4306562138687573,0.36321316013522587,0.2269658893818208,0.3247585352427082,-0.1551238321222008,0.3830394917719915,0.5067650916395656,0.12872251083216282,0.7126410098298815,0.6616100366658866,0.04822226856847515,0.502596499933994,0.4769510864758086,1.0446247206785984,0.7157657994841818,0.12319383259911894,0.4769889174038335,0.1664568546047051,0.25411320537759075,0.14087675142194667,-0.12830802883249076,0.7556929997188644,-0.19112717942737195,1.3483392184729897,-0.007181280258203202,0.2523097454147276,0.4354548133338804,0.2028726210831233,0.605430482340677,-0.0755300848157888,50
11,-0.12032583297832514,0.4715501335465897,0.19377641571115442,0.05809466385287909,-0.28644407095964974,2.7635128640543396,0.3130326611202121,0.7242088956737504,0.13575691138884324,0.27128654756227283,0.01487414435256451,0.20588274630698342,0.46899913808309185,0.5079074436557345,0.3154057717361265,-0.16631358842892546,-0.10332385876356857,0.09344907093449074,0.345690284879474,-0.16481241795018767,-0.022877571508866597,0.1817915862149669,-0.29745143640171,0.14924943290845963,0.19235808866618825,0.16203474260734754,0.14399552694927695,1.001487902144482,0.6828741363925528,0.19034809731752952,-0.25885971725959306,0.009334340736157664,0.40840796517994726,0.11489198542009448,0.1175745700311522,-0.10915509100077932,-0.34142962609111055,0.09200750839754983,0.07557379236722694,0.12076681738488514,-0.18947880693676242,-0.01564940987366697,0.09133137509392708,0.09115641662595754,0.19922040049726336,0.00393153725082156,0.27184905153310784,51
12,-0.05712465990238064,-0.22063292195833198,-0.3808915746923572,-0.19555395455044988,0.3066547669861471,-0.5887413955511168,-0.26816123239987905,-0.2148541460446141,-0.23752945214494195,0.01103480117735328,-0.240403028041369,0.2683285595849751,0.24298938081734486,-0.5434144676096554,-0.2363102205237481,-0.2053517724161911,-0.44917234264945993,0.23571487637476232,-0.38373999185778257,-0.25187931223426446,0.08155435121336309,-0.1193187444301415,-0.6023069104295152,-0.157916521190688,-0.021580787135465275,-0.38033842205794444,-0.20647765726842993,-0.4223530852458544,-0.03978966701470576,-0.11600898891478977,0.33203164302243693,0.5401651164892509,-0.2247171249340447,-0.46775267838874396,-0.19242517635778364,-0.16481834088102096,0.052872092793226556,0.2401635710602264,-0.21033515914321327,-0.2069216598398617,-0.2151877297307699,-0.5230033209181146,0.03869137038891686,-0.314880038102042,-0.3832162277754017,-0.07759468926701915,-0.1326132686847343,52
