,date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
29,2020-02-19,,,1.0,,7.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,10.0,,,,,,,,,,,,,,,,,,2.0,,,,,1,,1.0,
30,2020-02-20,,,1.0,,8.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,11.0,,,,,,,,,,,,,,,,,,2.0,,,,,1,,1.0,
31,2020-02-21,,,1.0,,9.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,11.0,,,,,,,,,,,,,,,,,,4.0,,,,,1,,1.0,
32,2020-02-22,,,1.0,,9.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,11.0,,,,,,,,,,,,,,,,,,4.0,,,,,1,,1.0,
33,2020-02-23,,,1.0,,9.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,11.0,,,,,,,,,,,,,,,,,,4.0,,,,,1,,1.0,
34,2020-02-24,,,1.0,,11.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,12.0,,,,,,,,,,,,,,,,,,10.0,,,,,5,,1.0,
35,2020-02-25,,,1.0,,11.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,13.0,,,,,,,,,,,,,,,,,,10.0,1.0,,,,5,,1.0,
36,2020-02-26,,,1.0,,26.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,13.0,,,,,,,,,,,,,,,,,,10.0,1.0,,,,5,,1.0,
37,2020-02-27,,,1.0,,26.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,13.0,,,,,,,,,,,,,,,,,,10.0,1.0,,,,5,,1.0,
38,2020-02-28,,,1.0,,27.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,13.0,,,,,,,,,,,1.0,,,,,,,11.0,1.0,,,,7,,1.0,
39,2020-02-29,,,1.0,,28.0,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,13.0,,,,,,,,,,,1.0,,,,,,,11.0,1.0,,,,10,,1.0,
40,2020-03-01,,,1.0,,33.0,,,,,2.0,,,,,3.0,,,,,,,,1.0,,,,,,13.0,,,,,1.0,,,,,,2.0,,,2.0,,,,11.0,1.0,,,,17,,1.0,
41,2020-03-02,,,1.0,,38.0,,,,,2.0,2.0,,,,4.0,,,,,,,,2.0,,,,,,13.0,,1.0,,,1.0,,,,,,2.0,,,2.0,,,,11.0,1.0,,,,23,,1.0,
42,2020-03-03,,,2.0,,45.0,,,,,3.0,2.0,,,,4.0,,,,,,,,2.0,,,,,,13.0,,2.0,,,2.0,1.0,,,,,2.0,,,2.0,,,,11.0,1.0,,,,32,,1.0,
43,2020-03-04,,,2.0,,55.0,,,,,3.0,2.0,,,,4.0,,,,,,,,2.0,,,,,,13.0,,2.0,1.0,,11.0,1.0,,,,,2.0,,,2.0,,,,12.0,1.0,,,,47,,1.0,
44,2020-03-05,,,2.0,,67.0,2.0,,,,4.0,2.0,,,,5.0,,,,,,,3.0,3.0,,,,,,13.0,2.0,2.0,2.0,,22.0,1.0,,,,,2.0,,,2.0,,,1.0,16.0,1.0,,,,75,,1.0,
45,2020-03-06,,,3.0,,81.0,8.0,,,,7.0,3.0,,1.0,,6.0,1.0,,,1.0,,,3.0,8.0,,1.0,,,,14.0,2.0,2.0,4.0,,44.0,2.0,,,,1.0,2.0,2.0,,3.0,2.0,,1.0,19.0,3.0,,,,86,,1.0,
46,2020-03-07,,,5.0,,100.0,8.0,,,1.0,12.0,7.0,,1.0,,6.0,1.0,,1.0,1.0,,,3.0,13.0,,1.0,,1.0,,14.0,2.0,4.0,4.0,,89.0,2.0,,,,1.0,6.0,4.0,,3.0,2.0,,1.0,19.0,3.0,1.0,,1.0,110,,1.0,
47,2020-03-08,,,5.0,,112.0,8.0,1.0,,1.0,13.0,11.0,,2.0,,7.0,2.0,3.0,1.0,4.0,,,5.0,28.0,,2.0,,1.0,,16.0,4.0,4.0,6.0,,106.0,2.0,,,,1.0,13.0,6.0,,3.0,6.0,,3.0,23.0,3.0,1.0,,2.0,141,,1.0,
48,2020-03-09,,,6.0,,172.0,12.0,2.0,,4.0,14.0,17.0,,2.0,,11.0,4.0,8.0,1.0,5.0,1.0,,6.0,41.0,,2.0,,1.0,,16.0,4.0,4.0,11.0,,142.0,7.0,,,3.0,1.0,13.0,10.0,,3.0,7.0,,4.0,24.0,3.0,1.0,,5.0,179,,2.0,
49,2020-03-10,,,6.0,,179.0,17.0,2.0,,4.0,23.0,22.0,,2.0,,19.0,6.0,13.0,1.0,7.0,6.0,,9.0,92.0,2.0,3.0,,1.0,,17.0,4.0,5.0,15.0,,173.0,7.0,,,3.0,2.0,14.0,12.0,,5.0,9.0,5.0,7.0,31.0,4.0,1.0,,8.0,279,,3.0,
50,2020-03-11,,,9.0,1.0,202.0,34.0,3.0,1.0,10.0,26.0,31.0,,2.0,,25.0,11.0,14.0,1.0,7.0,13.0,,13.0,95.0,2.0,5.0,1.0,1.0,,23.0,7.0,5.0,23.0,4.0,217.0,8.0,1.0,,4.0,2.0,20.0,16.0,,5.0,10.0,8.0,8.0,33.0,5.0,2.0,,10.0,338,,6.0,1.0
51,2020-03-12,,1.0,9.0,6.0,252.0,49.0,6.0,4.0,10.0,46.0,31.0,,2.0,,32.0,12.0,16.0,5.0,11.0,14.0,1.0,13.0,108.0,12.0,9.0,1.0,2.0,,24.0,11.0,6.0,29.0,6.0,326.0,16.0,1.0,,5.0,2.0,30.0,22.0,,5.0,12.0,8.0,18.0,41.0,7.0,2.0,,17.0,419,,8.0,1.0
52,2020-03-13,6.0,1.0,9.0,7.0,320.0,78.0,11.0,4.0,10.0,70.0,41.0,,2.0,1.0,46.0,12.0,17.0,6.0,11.0,36.0,2.0,18.0,123.0,25.0,14.0,6.0,4.0,4.0,27.0,19.0,7.0,50.0,10.0,421.0,18.0,1.0,,13.0,3.0,30.0,41.0,3.0,20.0,13.0,9.0,26.0,58.0,7.0,2.0,,30.0,511,,19.0,2.0
53,2020-03-14,12.0,1.0,12.0,9.0,381.0,103.0,20.0,4.0,16.0,70.0,65.0,,4.0,5.0,66.0,15.0,18.0,8.0,18.0,77.0,3.0,27.0,138.0,33.0,21.0,6.0,5.0,6.0,29.0,21.0,7.0,75.0,13.0,610.0,25.0,1.0,,26.0,4.0,36.0,47.0,4.0,20.0,19.0,9.0,32.0,69.0,21.0,5.0,1.0,42.0,609,,27.0,3.0
54,2020-03-15,23.0,1.0,13.0,16.0,478.0,136.0,26.0,7.0,17.0,109.0,97.0,3.0,7.0,5.0,94.0,19.0,22.0,9.0,21.0,103.0,12.0,32.0,164.0,53.0,35.0,10.0,5.0,6.0,31.0,26.0,13.0,98.0,17.0,732.0,32.0,1.0,,37.0,8.0,39.0,68.0,5.0,20.0,28.0,9.0,39.0,80.0,29.0,8.0,1.0,45.0,675,,33.0,3.0
55,2020-03-16,29.0,3.0,18.0,22.0,588.0,161.0,41.0,8.0,22.0,141.0,118.0,3.0,10.0,5.0,104.0,24.0,22.0,11.0,22.0,137.0,17.0,39.0,197.0,54.0,54.0,12.0,9.0,8.0,33.0,45.0,17.0,176.0,21.0,950.0,34.0,1.0,,50.0,10.0,46.0,81.0,5.0,21.0,33.0,10.0,52.0,87.0,40.0,12.0,2.0,51.0,794,,47.0,10.0
56,2020-03-17,39.0,6.0,20.0,22.0,732.0,183.0,68.0,16.0,31.0,210.0,142.0,3.0,14.0,9.0,159.0,30.0,29.0,17.0,26.0,196.0,32.0,57.0,218.0,65.0,60.0,21.0,16.0,8.0,36.0,55.0,26.0,268.0,23.0,1374.0,42.0,5.0,,67.0,18.0,66.0,101.0,5.0,23.0,47.0,11.0,73.0,106.0,51.0,14.0,2.0,67.0,908,1.0,72.0,15.0
57,2020-03-18,51.0,9.0,28.0,33.0,893.0,216.0,96.0,26.0,36.0,326.0,193.0,8.0,16.0,11.0,286.0,39.0,38.0,22.0,35.0,280.0,43.0,85.0,256.0,80.0,77.0,34.0,21.0,12.0,43.0,82.0,39.0,427.0,28.0,2382.0,66.0,7.0,,90.0,29.0,74.0,139.0,5.0,33.0,60.0,11.0,98.0,166.0,65.0,19.0,3.0,78.0,1026,2.0,106.0,17.0
58,2020-03-19,78.0,12.0,47.0,62.0,1067.0,278.0,159.0,30.0,39.0,434.0,282.0,12.0,26.0,23.0,420.0,56.0,44.0,35.0,47.0,392.0,52.0,108.0,328.0,334.0,89.0,50.0,35.0,19.0,47.0,99.0,44.0,735.0,35.0,4152.0,104.0,19.0,,120.0,44.0,87.0,187.0,6.0,44.0,81.0,14.0,155.0,248.0,80.0,22.0,3.0,94.0,1228,5.0,155.0,18.0
59,2020-03-20,106.0,14.0,70.0,100.0,1283.0,364.0,194.0,39.0,71.0,564.0,482.0,14.0,37.0,31.0,583.0,79.0,45.0,49.0,63.0,537.0,57.0,150.0,413.0,548.0,115.0,80.0,73.0,19.0,53.0,165.0,55.0,896.0,43.0,7102.0,144.0,27.0,,169.0,49.0,114.0,269.0,14.0,44.0,126.0,14.0,237.0,377.0,112.0,29.0,6.0,115.0,1404,8.0,216.0,22.0
60,2020-03-21,131.0,21.0,104.0,118.0,1544.0,475.0,223.0,45.0,77.0,764.0,552.0,15.0,48.0,42.0,751.0,126.0,68.0,57.0,84.0,763.0,70.0,195.0,525.0,787.0,138.0,140.0,93.0,29.0,61.0,165.0,65.0,1336.0,57.0,10356.0,184.0,28.0,,247.0,53.0,137.0,388.0,21.0,66.0,172.0,14.0,312.0,547.0,138.0,49.0,6.0,152.0,1655,12.0,281.0,24.0
61,2020-03-22,157.0,22.0,153.0,165.0,1851.0,591.0,327.0,56.0,98.0,1000.0,620.0,27.0,56.0,47.0,1047.0,201.0,90.0,66.0,103.0,837.0,89.0,245.0,646.0,1033.0,171.0,207.0,130.0,34.0,62.0,190.0,78.0,1914.0,65.0,15168.0,269.0,30.0,,351.0,67.0,161.0,504.0,23.0,83.0,194.0,21.0,424.0,632.0,182.0,52.0,17.0,219.0,1844,16.0,382.0,26.0
62,2020-03-23,196.0,36.0,234.0,201.0,2240.0,721.0,415.0,87.0,116.0,1222.0,800.0,29.0,77.0,50.0,1285.0,259.0,105.0,82.0,124.0,1172.0,107.0,290.0,777.0,1324.0,235.0,249.0,183.0,45.0,73.0,265.0,101.0,2844.0,83.0,20875.0,303.0,32.0,,444.0,81.0,191.0,644.0,31.0,106.0,299.0,28.0,522.0,728.0,257.0,75.0,17.0,254.0,2101,16.0,418.0,28.0
63,2020-03-24,242.0,42.0,326.0,232.0,2644.0,912.0,618.0,104.0,137.0,1467.0,1097.0,32.0,90.0,73.0,1535.0,366.0,124.0,99.0,157.0,1388.0,118.0,349.0,1159.0,1791.0,262.0,320.0,255.0,51.0,77.0,315.0,108.0,3675.0,100.0,25665.0,399.0,36.0,,564.0,106.0,209.0,851.0,39.0,124.0,342.0,30.0,679.0,857.0,298.0,95.0,17.0,290.0,2469,39.0,481.0,37.0
