Areaname,STCOU,PST045200F,PST045200D,PST045200N1,PST045200N2,PST045201F,PST045201D,PST045201N1,PST045201N2,PST045202F,PST045202D,PST045202N1,PST045202N2,PST045203F,PST045203D,PST045203N1,PST045203N2,PST045204F,PST045204D,PST045204N1,PST045204N2,PST045205F,PST045205D,PST045205N1,PST045205N2,PST045206F,PST045206D,PST045206N1,PST045206N2,PST045207F,PST045207D,PST045207N1,PST045207N2,PST045208F,PST045208D,PST045208N1,PST045208N2,PST045209F,PST045209D,PST045209N1,PST045209N2
"Uintah, UT",49047,0,25253,0000,0000,0,25697,0000,0000,0,26173,0000,0000,0,26180,0000,0000,0,26466,0000,0000,0,26978,0000,0000,0,27803,0000,0000,0,28917,0000,0000,0,29834,0000,0000,0,31536,0000,0000
"Utah, UT",49049,0,371648,0000,0000,0,387853,0000,0000,0,397269,0000,0000,0,409465,0000,0000,0,434114,0000,0000,0,454694,0000,0000,0,482291,0000,0000,0,512902,0000,0000,0,529755,0000,0000,0,545307,0000,0000
"Wasatch, UT",49051,0,15417,0000,0000,0,16090,0000,0000,0,16735,0000,0000,0,17382,0000,0000,0,17827,0000,0000,0,18726,0000,0000,0,19891,0000,0000,0,20395,0000,0000,0,20976,0000,0000,0,21600,0000,0000
"Washington, UT",49053,0,91256,0000,0000,0,94624,0000,0000,0,99432,0000,0000,0,104274,0000,0000,0,110294,0000,0000,0,119119,0000,0000,0,126720,0000,0000,0,132298,0000,0000,0,135678,0000,0000,0,137473,0000,0000
"Wayne, UT",49055,0,2529,0000,0000,0,2507,0000,0000,0,2514,0000,0000,0,2459,0000,0000,0,2419,0000,0000,0,2402,0000,0000,0,2462,0000,0000,0,2487,0000,0000,0,2558,0000,0000,0,2601,0000,0000
"Weber, UT",49057,0,197426,0000,0000,0,200883,0000,0000,0,204548,0000,0000,0,207497,0000,0000,0,210642,0000,0000,0,213667,0000,0000,0,216165,0000,0000,0,221044,0000,0000,0,227193,0000,0000,0,231834,0000,0000
VERMONT,50000,0,609903,0000,0000,0,612153,0000,0000,0,614950,0000,0000,0,616559,0000,0000,0,618145,0000,0000,0,618814,0000,0000,0,619985,0000,0000,0,620460,0000,0000,0,621049,0000,0000,0,621760,0000,0000
"Addison, VT",50001,0,36025,0000,0000,0,36053,0000,0000,0,36288,0000,0000,0,36346,0000,0000,0,36469,0000,0000,0,36468,0000,0000,0,36592,0000,0000,0,36726,0000,0000,0,36751,0000,0000,0,36760,0000,0000
"Bennington, VT",50003,0,36976,0000,0000,0,36899,0000,0000,0,36938,0000,0000,0,36798,0000,0000,0,36686,0000,0000,0,36481,0000,0000,0,36552,0000,0000,0,36439,0000,0000,0,36446,0000,0000,0,36411,0000,0000
"Caledonia, VT",50005,0,29728,0000,0000,0,29650,0000,0000,0,29872,0000,0000,0,29869,0000,0000,0,30200,0000,0000,0,30302,0000,0000,0,30543,0000,0000,0,30426,0000,0000,0,30256,0000,0000,0,30252,0000,0000
"Chittenden, VT",50007,0,147070,0000,0000,0,147979,0000,0000,0,148795,0000,0000,0,149093,0000,0000,0,149712,0000,0000,0,149983,0000,0000,0,150257,0000,0000,0,150698,0000,0000,0,151367,0000,0000,0,152313,0000,0000
"Essex, VT",50009,0,6456,0000,0000,0,6483,0000,0000,0,6525,0000,0000,0,6504,0000,0000,0,6507,0000,0000,0,6483,0000,0000,0,6379,0000,0000,0,6465,0000,0000,0,6459,0000,0000,0,6394,0000,0000
"Franklin, VT",50011,0,45581,0000,0000,0,46012,0000,0000,0,46472,0000,0000,0,46785,0000,0000,0,47194,0000,0000,0,47487,0000,0000,0,47743,0000,0000,0,47909,0000,0000,0,47985,0000,0000,0,48182,0000,0000
"Grand Isle, VT",50013,0,6939,0000,0000,0,7103,0000,0000,0,7244,0000,0000,0,7387,0000,0000,0,7506,0000,0000,0,7576,0000,0000,0,7515,0000,0000,0,7548,0000,0000,0,7676,0000,0000,0,7560,0000,0000
"Lamoille, VT",50015,0,23333,0000,0000,0,23625,0000,0000,0,23925,0000,0000,0,24179,0000,0000,0,24286,0000,0000,0,24459,0000,0000,0,24898,0000,0000,0,25255,0000,0000,0,25695,0000,0000,0,25958,0000,0000
"Orange, VT",50017,0,28307,0000,0000,0,28619,0000,0000,0,28653,0000,0000,0,28814,0000,0000,0,28928,0000,0000,0,28938,0000,0000,0,29113,0000,0000,0,29000,0000,0000,0,28936,0000,0000,0,28896,0000,0000
"Orleans, VT",50019,0,26335,0000,0000,0,26463,0000,0000,0,26561,0000,0000,0,26911,0000,0000,0,27065,0000,0000,0,27217,0000,0000,0,27207,0000,0000,0,27335,0000,0000,0,27265,0000,0000,0,27301,0000,0000
"Rutland, VT",50021,0,63423,0000,0000,0,63294,0000,0000,0,63246,0000,0000,0,63440,0000,0000,0,63419,0000,0000,0,63508,0000,0000,0,63484,0000,0000,0,63312,0000,0000,0,63214,0000,0000,0,63014,0000,0000
"Washington, VT",50023,0,58091,0000,0000,0,58477,0000,0000,0,58768,0000,0000,0,58732,0000,0000,0,58766,0000,0000,0,58952,0000,0000,0,58911,0000,0000,0,58702,0000,0000,0,58677,0000,0000,0,58696,0000,0000
"Windham, VT",50025,0,44156,0000,0000,0,43975,0000,0000,0,43985,0000,0000,0,44071,0000,0000,0,43845,0000,0000,0,43663,0000,0000,0,43745,0000,0000,0,43699,0000,0000,0,43559,0000,0000,0,43471,0000,0000
"Windsor, VT",50027,0,57483,0000,0000,0,57521,0000,0000,0,57678,0000,0000,0,57630,0000,0000,0,57562,0000,0000,0,57297,0000,0000,0,57046,0000,0000,0,56946,0000,0000,0,56763,0000,0000,0,56552,0000,0000
VIRGINIA,51000,0,7104533,0000,0000,0,7191304,0000,0000,0,7283541,0000,0000,0,7373694,0000,0000,0,7468914,0000,0000,0,7563887,0000,0000,0,7646996,0000,0000,0,7719749,0000,0000,0,7795424,0000,0000,0,7882590,0000,0000
"Accomack, VA",51001,0,38365,0000,0000,0,38473,0000,0000,0,38593,0000,0000,0,38566,0000,0000,0,38669,0000,0000,0,38716,0000,0000,0,38580,0000,0000,0,38455,0000,0000,0,38395,0000,0000,0,38462,0000,0000
"Albemarle, VA",51003,0,84622,0000,0000,0,85666,0000,0000,0,86366,0000,0000,0,87341,0000,0000,0,88736,0000,0000,0,90376,0000,0000,0,92007,0000,0000,0,92751,0000,0000,0,94287,0000,0000,0,94908,0000,0000
"Alleghany, VA",51005,0,17200,0000,0000,0,17063,0000,0000,0,16914,0000,0000,0,16634,0000,0000,0,16586,0000,0000,0,16506,0000,0000,0,16479,0000,0000,0,16440,0000,0000,0,16319,0000,0000,0,16242,0000,0000
"Amelia, VA",51007,0,11478,0000,0000,0,11539,0000,0000,0,11622,0000,0000,0,11644,0000,0000,0,11840,0000,0000,0,12095,0000,0000,0,12434,0000,0000,0,12660,0000,0000,0,12831,0000,0000,0,12886,0000,0000
"Amherst, VA",51009,0,31882,0000,0000,0,31973,0000,0000,0,31756,0000,0000,0,31755,0000,0000,0,31721,0000,0000,0,31871,0000,0000,0,31991,0000,0000,0,32134,0000,0000,0,32449,0000,0000,0,32482,0000,0000
"Appomattox, VA",51011,0,13691,0000,0000,0,13779,0000,0000,0,13668,0000,0000,0,13661,0000,0000,0,13783,0000,0000,0,13810,0000,0000,0,14005,0000,0000,0,14193,0000,0000,0,14529,0000,0000,0,14552,0000,0000
"Arlington, VA",51013,0,189527,0000,0000,0,193318,0000,0000,0,195469,0000,0000,0,196643,0000,0000,0,197955,0000,0000,0,199761,0000,0000,0,200673,0000,0000,0,203914,0000,0000,0,210196,0000,0000,0,217483,0000,0000
"Augusta, VA",51015,0,65772,0000,0000,0,66062,0000,0000,0,66476,0000,0000,0,67155,0000,0000,0,68113,0000,0000,0,68955,0000,0000,0,70603,0000,0000,0,71579,0000,0000,0,71799,0000,0000,0,72020,0000,0000
"Bath, VA",51017,0,5032,0000,0000,0,5000,0000,0000,0,4996,0000,0000,0,4934,0000,0000,0,4863,0000,0000,0,4784,0000,0000,0,4684,0000,0000,0,4659,0000,0000,0,4572,0000,0000,0,4482,0000,0000
"Bedford, VA",51019,0,60606,0000,0000,0,60980,0000,0000,0,61356,0000,0000,0,62036,0000,0000,0,63014,0000,0000,0,64104,0000,0000,0,65483,0000,0000,0,66373,0000,0000,0,66465,0000,0000,0,67154,0000,0000
"Bland, VA",51021,0,6850,0000,0000,0,6884,0000,0000,0,6826,0000,0000,0,6870,0000,0000,0,6853,0000,0000,0,6794,0000,0000,0,6742,0000,0000,0,6822,0000,0000,0,6811,0000,0000,0,6791,0000,0000
"Botetourt, VA",51023,0,30564,0000,0000,0,30668,0000,0000,0,31058,0000,0000,0,31304,0000,0000,0,31526,0000,0000,0,31501,0000,0000,0,32180,0000,0000,0,32345,0000,0000,0,32579,0000,0000,0,32551,0000,0000
"Brunswick, VA",51025,0,18416,0000,0000,0,18342,0000,0000,0,18256,0000,0000,0,18047,0000,0000,0,17918,0000,0000,0,17963,0000,0000,0,17950,0000,0000,0,17743,0000,0000,0,17762,0000,0000,0,17514,0000,0000
"Buchanan, VA",51027,0,26816,0000,0000,0,26319,0000,0000,0,25945,0000,0000,0,25407,0000,0000,0,24950,0000,0000,0,24452,0000,0000,0,23992,0000,0000,0,23526,0000,0000,0,23090,0000,0000,0,22860,0000,0000
"Buckingham, VA",51029,0,15613,0000,0000,0,15724,0000,0000,0,15674,0000,0000,0,15709,0000,0000,0,15701,0000,0000,0,15815,0000,0000,0,15852,0000,0000,0,15954,0000,0000,0,15960,0000,0000,0,16080,0000,0000
"Campbell, VA",51031,0,51144,0000,0000,0,51246,0000,0000,0,51397,0000,0000,0,51392,0000,0000,0,51419,0000,0000,0,51920,0000,0000,0,52411,0000,0000,0,52529,0000,0000,0,52874,0000,0000,0,52976,0000,0000
"Caroline, VA",51033,0,22137,0000,0000,0,22137,0000,0000,0,22496,0000,0000,0,23037,0000,0000,0,23770,0000,0000,0,25267,0000,0000,0,26462,0000,0000,0,27289,0000,0000,0,27699,0000,0000,0,27870,0000,0000
"Carroll, VA",51035,0,29284,0000,0000,0,29364,0000,0000,0,29221,0000,0000,0,29149,0000,0000,0,29236,0000,0000,0,29103,0000,0000,0,29221,0000,0000,0,29165,0000,0000,0,29164,0000,0000,0,29034,0000,0000
"Charles City, VA",51036,0,6926,0000,0000,0,6946,0000,0000,0,7023,0000,0000,0,7078,0000,0000,0,7034,0000,0000,0,7039,0000,0000,0,7132,0000,0000,0,7130,0000,0000,0,7213,0000,0000,0,7217,0000,0000
"Charlotte, VA",51037,0,12465,0000,0000,0,12421,0000,0000,0,12467,0000,0000,0,12275,0000,0000,0,12268,0000,0000,0,12309,0000,0000,0,12349,0000,0000,0,12237,0000,0000,0,12174,0000,0000,0,12039,0000,0000
"Chesterfield, VA",51041,0,260895,0000,0000,0,264830,0000,0000,0,269390,0000,0000,0,274131,0000,0000,0,280020,0000,0000,0,286254,0000,0000,0,293904,0000,0000,0,299365,0000,0000,0,303852,0000,0000,0,306670,0000,0000
"Clarke, VA",51043,0,12701,0000,0000,0,12956,0000,0000,0,13091,0000,0000,0,13285,0000,0000,0,13653,0000,0000,0,14016,0000,0000,0,14271,0000,0000,0,14358,0000,0000,0,14562,0000,0000,0,14588,0000,0000
"Craig, VA",51045,0,5089,0000,0000,0,5058,0000,0000,0,5046,0000,0000,0,5060,0000,0000,0,5090,0000,0000,0,5068,0000,0000,0,5072,0000,0000,0,5112,0000,0000,0,5052,0000,0000,0,4969,0000,0000
"Culpeper, VA",51047,0,34471,0000,0000,0,35326,0000,0000,0,36663,0000,0000,0,38157,0000,0000,0,39729,0000,0000,0,41956,0000,0000,0,44174,0000,0000,0,45719,0000,0000,0,46264,0000,0000,0,46502,0000,0000
"Cumberland, VA",51049,0,8998,0000,0000,0,8986,0000,0000,0,9045,0000,0000,0,9134,0000,0000,0,9110,0000,0000,0,9317,0000,0000,0,9416,0000,0000,0,9555,0000,0000,0,9636,0000,0000,0,9757,0000,0000
"Dickenson, VA",51051,0,16343,0000,0000,0,16240,0000,0000,0,16134,0000,0000,0,16080,0000,0000,0,16079,0000,0000,0,16175,0000,0000,0,16024,0000,0000,0,16033,0000,0000,0,16176,0000,0000,0,16087,0000,0000
"Dinwiddie, VA",51053,0,24628,0000,0000,0,24435,0000,0000,0,24650,0000,0000,0,24851,0000,0000,0,25023,0000,0000,0,25181,0000,0000,0,25415,0000,0000,0,25700,0000,0000,0,26299,0000,0000,0,26338,0000,0000
"Essex, VA",51057,0,9988,0000,0000,0,10007,0000,0000,0,10093,0000,0000,0,10222,0000,0000,0,10266,0000,0000,0,10476,0000,0000,0,10611,0000,0000,0,10784,0000,0000,0,11007,0000,0000,0,11189,0000,0000
"Fairfax, VA",51059,0,974761,0000,0000,0,984581,0000,0000,0,989551,0000,0000,0,992494,0000,0000,0,996798,0000,0000,0,1002375,0000,0000,0,998841,0000,0000,0,1005531,0000,0000,0,1019402,0000,0000,0,1037605,0000,0000
"Fauquier, VA",51061,0,55591,0000,0000,0,57295,0000,0000,0,59224,0000,0000,0,60839,0000,0000,0,62611,0000,0000,0,64287,0000,0000,0,65703,0000,0000,0,66411,0000,0000,0,67240,0000,0000,0,68010,0000,0000
"Floyd, VA",51063,0,13942,0000,0000,0,14100,0000,0000,0,14163,0000,0000,0,14219,0000,0000,0,14304,0000,0000,0,14493,0000,0000,0,14640,0000,0000,0,14696,0000,0000,0,14937,0000,0000,0,15013,0000,0000
"Fluvanna, VA",51065,0,20216,0000,0000,0,21176,0000,0000,0,22070,0000,0000,0,22956,0000,0000,0,23585,0000,0000,0,24456,0000,0000,0,24783,0000,0000,0,25253,0000,0000,0,25584,0000,0000,0,25732,0000,0000
"Franklin, VA",51067,0,47434,0000,0000,0,47885,0000,0000,0,48268,0000,0000,0,48667,0000,0000,0,49214,0000,0000,0,49745,0000,0000,0,50365,0000,0000,0,51347,0000,0000,0,51732,0000,0000,0,51924,0000,0000
"Frederick, VA",51069,0,59578,0000,0000,0,61087,0000,0000,0,62796,0000,0000,0,64562,0000,0000,0,66345,0000,0000,0,68503,0000,0000,0,70708,0000,0000,0,72648,0000,0000,0,73769,0000,0000,0,74972,0000,0000
"Giles, VA",51071,0,16721,0000,0000,0,16793,0000,0000,0,16806,0000,0000,0,16825,0000,0000,0,16801,0000,0000,0,16983,0000,0000,0,17191,0000,0000,0,17196,0000,0000,0,17237,0000,0000,0,17358,0000,0000
"Gloucester, VA",51073,0,34861,0000,0000,0,35171,0000,0000,0,35656,0000,0000,0,36306,0000,0000,0,36754,0000,0000,0,37295,0000,0000,0,37717,0000,0000,0,38257,0000,0000,0,38693,0000,0000,0,39184,0000,0000
"Goochland, VA",51075,0,16936,0000,0000,0,17256,0000,0000,0,17606,0000,0000,0,18004,0000,0000,0,18488,0000,0000,0,19211,0000,0000,0,19993,0000,0000,0,20636,0000,0000,0,20995,0000,0000,0,21311,0000,0000
"Grayson, VA",51077,0,16864,0000,0000,0,16629,0000,0000,0,16638,0000,0000,0,16478,0000,0000,0,16364,0000,0000,0,16207,0000,0000,0,16149,0000,0000,0,16128,0000,0000,0,16003,0000,0000,0,15793,0000,0000
"Greene, VA",51079,0,15360,0000,0000,0,15742,0000,0000,0,16287,0000,0000,0,16670,0000,0000,0,16906,0000,0000,0,17176,0000,0000,0,17638,0000,0000,0,18017,0000,0000,0,18197,0000,0000,0,18421,0000,0000
"Greensville, VA",51081,0,11554,0000,0000,0,11506,0000,0000,0,11524,0000,0000,0,11720,0000,0000,0,11254,0000,0000,0,11844,0000,0000,0,11806,0000,0000,0,11906,0000,0000,0,11973,0000,0000,0,12049,0000,0000
"Halifax, VA",51083,0,37286,0000,0000,0,36865,0000,0000,0,36658,0000,0000,0,36248,0000,0000,0,35867,0000,0000,0,35648,0000,0000,0,35598,0000,0000,0,35428,0000,0000,0,35370,0000,0000,0,35258,0000,0000
"Hanover, VA",51085,0,86993,0000,0000,0,88900,0000,0000,0,91494,0000,0000,0,93562,0000,0000,0,95428,0000,0000,0,96473,0000,0000,0,98069,0000,0000,0,98952,0000,0000,0,99583,0000,0000,0,99933,0000,0000
"Henrico, VA",51087,0,263305,0000,0000,0,266031,0000,0000,0,268224,0000,0000,0,271271,0000,0000,0,276196,0000,0000,0,281406,0000,0000,0,285586,0000,0000,0,289755,0000,0000,0,292693,0000,0000,0,296415,0000,0000
"Henry, VA",51089,0,57923,0000,0000,0,57468,0000,0000,0,57103,0000,0000,0,56637,0000,0000,0,56346,0000,0000,0,55840,0000,0000,0,55687,0000,0000,0,55594,0000,0000,0,55392,0000,0000,0,54888,0000,0000
"Highland, VA",51091,0,2533,0000,0000,0,2529,0000,0000,0,2445,0000,0000,0,2478,0000,0000,0,2426,0000,0000,0,2440,0000,0000,0,2450,0000,0000,0,2392,0000,0000,0,2374,0000,0000,0,2338,0000,0000
"Isle of Wight, VA",51093,0,29873,0000,0000,0,30203,0000,0000,0,30644,0000,0000,0,31436,0000,0000,0,32165,0000,0000,0,32892,0000,0000,0,34114,0000,0000,0,35090,0000,0000,0,35553,0000,0000,0,35877,0000,0000
"James City, VA",51095,0,48491,0000,0000,0,49575,0000,0000,0,51326,0000,0000,0,53138,0000,0000,0,55282,0000,0000,0,57240,0000,0000,0,59656,0000,0000,0,61277,0000,0000,0,62410,0000,0000,0,63735,0000,0000
"King and Queen, VA",51097,0,6616,0000,0000,0,6593,0000,0000,0,6560,0000,0000,0,6517,0000,0000,0,6685,0000,0000,0,6724,0000,0000,0,6833,0000,0000,0,6858,0000,0000,0,6820,0000,0000,0,6796,0000,0000
"King George, VA",51099,0,16908,0000,0000,0,17133,0000,0000,0,17749,0000,0000,0,18434,0000,0000,0,19200,0000,0000,0,20560,0000,0000,0,21595,0000,0000,0,22551,0000,0000,0,23165,0000,0000,0,23557,0000,0000
"King William, VA",51101,0,13199,0000,0000,0,13436,0000,0000,0,13669,0000,0000,0,13930,0000,0000,0,14141,0000,0000,0,14487,0000,0000,0,15133,0000,0000,0,15627,0000,0000,0,15987,0000,0000,0,16225,0000,0000
"Lancaster, VA",51103,0,11586,0000,0000,0,11415,0000,0000,0,11426,0000,0000,0,11500,0000,0000,0,11464,0000,0000,0,11459,0000,0000,0,11480,0000,0000,0,11491,0000,0000,0,11382,0000,0000,0,11230,0000,0000
"Lee, VA",51105,0,23537,0000,0000,0,23266,0000,0000,0,24145,0000,0000,0,24793,0000,0000,0,24969,0000,0000,0,24871,0000,0000,0,24896,0000,0000,0,24981,0000,0000,0,25090,0000,0000,0,25166,0000,0000
"Loudoun, VA",51107,0,173897,0000,0000,0,189717,0000,0000,0,203122,0000,0000,0,219577,0000,0000,0,237162,0000,0000,0,253332,0000,0000,0,265240,0000,0000,0,277459,0000,0000,0,290121,0000,0000,0,301171,0000,0000
"Louisa, VA",51109,0,25766,0000,0000,0,26287,0000,0000,0,27009,0000,0000,0,27850,0000,0000,0,28582,0000,0000,0,29844,0000,0000,0,30978,0000,0000,0,31785,0000,0000,0,32621,0000,0000,0,33078,0000,0000
"Lunenburg, VA",51111,0,13094,0000,0000,0,13025,0000,0000,0,13081,0000,0000,0,13018,0000,0000,0,12896,0000,0000,0,12958,0000,0000,0,12986,0000,0000,0,12935,0000,0000,0,12860,0000,0000,0,12799,0000,0000
"Madison, VA",51113,0,12557,0000,0000,0,12699,0000,0000,0,12929,0000,0000,0,12984,0000,0000,0,13056,0000,0000,0,13291,0000,0000,0,13512,0000,0000,0,13698,0000,0000,0,13650,0000,0000,0,13702,0000,0000
"Mathews, VA",51115,0,9188,0000,0000,0,9264,0000,0000,0,9183,0000,0000,0,9127,0000,0000,0,9047,0000,0000,0,8982,0000,0000,0,8999,0000,0000,0,9039,0000,0000,0,9050,0000,0000,0,8984,0000,0000
"Mecklenburg, VA",51117,0,32363,0000,0000,0,32286,0000,0000,0,32282,0000,0000,0,32181,0000,0000,0,32072,0000,0000,0,31960,0000,0000,0,31944,0000,0000,0,32034,0000,0000,0,32030,0000,0000,0,31969,0000,0000
"Middlesex, VA",51119,0,9974,0000,0000,0,10030,0000,0000,0,10020,0000,0000,0,10205,0000,0000,0,10342,0000,0000,0,10453,0000,0000,0,10615,0000,0000,0,10638,0000,0000,0,10691,0000,0000,0,10731,0000,0000
"Montgomery, VA",51121,0,83753,0000,0000,0,84941,0000,0000,0,85089,0000,0000,0,85723,0000,0000,0,86031,0000,0000,0,87020,0000,0000,0,88059,0000,0000,0,89284,0000,0000,0,90158,0000,0000,0,91023,0000,0000
"Nelson, VA",51125,0,14469,0000,0000,0,14550,0000,0000,0,14698,0000,0000,0,14828,0000,0000,0,14834,0000,0000,0,14988,0000,0000,0,14993,0000,0000,0,15226,0000,0000,0,15326,0000,0000,0,15487,0000,0000
"New Kent, VA",51127,0,13530,0000,0000,0,13883,0000,0000,0,14194,0000,0000,0,14761,0000,0000,0,15314,0000,0000,0,15939,0000,0000,0,16659,0000,0000,0,17245,0000,0000,0,17731,0000,0000,0,18112,0000,0000
"Northampton, VA",51131,0,13048,0000,0000,0,12991,0000,0000,0,12967,0000,0000,0,13052,0000,0000,0,13199,0000,0000,0,13313,0000,0000,0,13432,0000,0000,0,13414,0000,0000,0,13457,0000,0000,0,13492,0000,0000
"Northumberland, VA",51133,0,12259,0000,0000,0,12325,0000,0000,0,12593,0000,0000,0,12736,0000,0000,0,12735,0000,0000,0,12800,0000,0000,0,12783,0000,0000,0,12881,0000,0000,0,12991,0000,0000,0,12995,0000,0000
"Nottoway, VA",51135,0,15751,0000,0000,0,15813,0000,0000,0,15730,0000,0000,0,15661,0000,0000,0,15584,0000,0000,0,15747,0000,0000,0,15672,0000,0000,0,15763,0000,0000,0,15839,0000,0000,0,15929,0000,0000
"Orange, VA",51137,0,26002,0000,0000,0,26454,0000,0000,0,27174,0000,0000,0,27979,0000,0000,0,28699,0000,0000,0,30026,0000,0000,0,31482,0000,0000,0,32377,0000,0000,0,33214,0000,0000,0,33600,0000,0000
"Page, VA",51139,0,23206,0000,0000,0,23229,0000,0000,0,23317,0000,0000,0,23552,0000,0000,0,23545,0000,0000,0,23710,0000,0000,0,24017,0000,0000,0,24174,0000,0000,0,24159,0000,0000,0,24070,0000,0000
"Patrick, VA",51141,0,19428,0000,0000,0,19302,0000,0000,0,19090,0000,0000,0,18996,0000,0000,0,18865,0000,0000,0,18825,0000,0000,0,18792,0000,0000,0,18800,0000,0000,0,18723,0000,0000,0,18636,0000,0000
"Pittsylvania, VA",51143,0,61744,0000,0000,0,61688,0000,0000,0,61356,0000,0000,0,61181,0000,0000,0,61076,0000,0000,0,60971,0000,0000,0,60821,0000,0000,0,60918,0000,0000,0,61655,0000,0000,0,61414,0000,0000
"Powhatan, VA",51145,0,22606,0000,0000,0,23078,0000,0000,0,24092,0000,0000,0,24828,0000,0000,0,25478,0000,0000,0,26258,0000,0000,0,27282,0000,0000,0,27494,0000,0000,0,27674,0000,0000,0,27964,0000,0000
"Prince Edward, VA",51147,0,19695,0000,0000,0,19627,0000,0000,0,20063,0000,0000,0,19864,0000,0000,0,20229,0000,0000,0,20783,0000,0000,0,21068,0000,0000,0,21536,0000,0000,0,22150,0000,0000,0,22370,0000,0000
"Prince George, VA",51149,0,33179,0000,0000,0,33915,0000,0000,0,35152,0000,0000,0,36045,0000,0000,0,36432,0000,0000,0,36357,0000,0000,0,35986,0000,0000,0,35890,0000,0000,0,36473,0000,0000,0,37116,0000,0000
"Prince William, VA",51153,0,284301,0000,0000,0,297738,0000,0000,0,310048,0000,0000,0,321537,0000,0000,0,333786,0000,0000,0,345852,0000,0000,0,352828,0000,0000,0,360610,0000,0000,0,366092,0000,0000,0,379166,0000,0000
"Pulaski, VA",51155,0,35149,0000,0000,0,35135,0000,0000,0,34821,0000,0000,0,34747,0000,0000,0,34782,0000,0000,0,34684,0000,0000,0,34819,0000,0000,0,35011,0000,0000,0,35012,0000,0000,0,35022,0000,0000
"Rappahannock, VA",51157,0,7080,0000,0000,0,7225,0000,0000,0,7213,0000,0000,0,7167,0000,0000,0,7220,0000,0000,0,7262,0000,0000,0,7187,0000,0000,0,7201,0000,0000,0,7170,0000,0000,0,7035,0000,0000
"Richmond, VA",51159,0,8792,0000,0000,0,8870,0000,0000,0,8921,0000,0000,0,8980,0000,0000,0,9042,0000,0000,0,9015,0000,0000,0,9097,0000,0000,0,9160,0000,0000,0,9117,0000,0000,0,8961,0000,0000
"Roanoke, VA",51161,0,85809,0000,0000,0,85874,0000,0000,0,86341,0000,0000,0,86922,0000,0000,0,87612,0000,0000,0,88483,0000,0000,0,89538,0000,0000,0,90043,0000,0000,0,90449,0000,0000,0,91011,0000,0000
"Rockbridge, VA",51163,0,20837,0000,0000,0,20781,0000,0000,0,20762,0000,0000,0,20846,0000,0000,0,20951,0000,0000,0,21159,0000,0000,0,21229,0000,0000,0,21436,0000,0000,0,21438,0000,0000,0,21294,0000,0000
"Rockingham, VA",51165,0,67850,0000,0000,0,68587,0000,0000,0,69084,0000,0000,0,69573,0000,0000,0,70259,0000,0000,0,71719,0000,0000,0,72755,0000,0000,0,73814,0000,0000,0,74428,0000,0000,0,75134,0000,0000
"Russell, VA",51167,0,29277,0000,0000,0,29060,0000,0000,0,28825,0000,0000,0,28857,0000,0000,0,28648,0000,0000,0,28596,0000,0000,0,28725,0000,0000,0,29029,0000,0000,0,29006,0000,0000,0,29250,0000,0000
"Scott, VA",51169,0,23364,0000,0000,0,23094,0000,0000,0,22962,0000,0000,0,22821,0000,0000,0,22743,0000,0000,0,22792,0000,0000,0,22899,0000,0000,0,22840,0000,0000,0,22738,0000,0000,0,22585,0000,0000
"Shenandoah, VA",51171,0,35239,0000,0000,0,35767,0000,0000,0,36377,0000,0000,0,37064,0000,0000,0,37931,0000,0000,0,38956,0000,0000,0,40060,0000,0000,0,40589,0000,0000,0,40984,0000,0000,0,41036,0000,0000
"Smyth, VA",51173,0,33081,0000,0000,0,32882,0000,0000,0,32731,0000,0000,0,32533,0000,0000,0,32297,0000,0000,0,32179,0000,0000,0,32218,0000,0000,0,31988,0000,0000,0,31857,0000,0000,0,31738,0000,0000
"Southampton, VA",51175,0,17484,0000,0000,0,17460,0000,0000,0,17291,0000,0000,0,17298,0000,0000,0,17368,0000,0000,0,17616,0000,0000,0,17776,0000,0000,0,18430,0000,0000,0,18582,0000,0000,0,18483,0000,0000
"Spotsylvania, VA",51177,0,91504,0000,0000,0,96418,0000,0000,0,101878,0000,0000,0,106576,0000,0000,0,110552,0000,0000,0,114909,0000,0000,0,117718,0000,0000,0,118939,0000,0000,0,120015,0000,0000,0,120977,0000,0000
"Stafford, VA",51179,0,93527,0000,0000,0,98129,0000,0000,0,103703,0000,0000,0,109123,0000,0000,0,113277,0000,0000,0,116672,0000,0000,0,118450,0000,0000,0,120803,0000,0000,0,122090,0000,0000,0,124166,0000,0000
"Surry, VA",51181,0,6841,0000,0000,0,6841,0000,0000,0,6898,0000,0000,0,6914,0000,0000,0,6887,0000,0000,0,6879,0000,0000,0,7009,0000,0000,0,7057,0000,0000,0,7096,0000,0000,0,7088,0000,0000
"Sussex, VA",51183,0,12476,0000,0000,0,12264,0000,0000,0,12037,0000,0000,0,12134,0000,0000,0,11930,0000,0000,0,11829,0000,0000,0,12086,0000,0000,0,12087,0000,0000,0,12135,0000,0000,0,12116,0000,0000
"Tazewell, VA",51185,0,44424,0000,0000,0,43979,0000,0000,0,43947,0000,0000,0,43930,0000,0000,0,43956,0000,0000,0,43831,0000,0000,0,43983,0000,0000,0,43942,0000,0000,0,44874,0000,0000,0,44907,0000,0000
"Warren, VA",51187,0,31550,0000,0000,0,32050,0000,0000,0,32801,0000,0000,0,33498,0000,0000,0,34074,0000,0000,0,34977,0000,0000,0,35752,0000,0000,0,36300,0000,0000,0,36695,0000,0000,0,36713,0000,0000
